epoch	time used	train_loss	valid rse	valid rae	valid corr
110	 2.75s	1.2871	0.3838	0.2468	0.9392
111	 2.76s	1.2950	0.3860	0.2456	0.9395
112	 2.77s	1.2919	0.3887	0.2466	0.9392
113	 2.81s	1.2893	0.3754	0.2452	0.9410
114	 2.73s	1.2912	0.3938	0.2508	0.9392
115	 2.75s	1.2939	0.3949	0.2450	0.9411
116	 2.76s	1.2895	0.3953	0.2463	0.9404
117	 2.74s	1.2933	0.4014	0.2537	0.9372
118	 2.77s	1.3024	0.3956	0.2489	0.9384
119	 2.73s	1.2884	0.3819	0.2417	0.9405
120	 2.75s	1.2917	0.3779	0.2446	0.9403
121	 2.73s	1.2957	0.3915	0.2437	0.9407
122	 2.74s	1.2896	0.4036	0.2493	0.9387
123	 2.74s	1.2884	0.3892	0.2468	0.9398
124	 2.75s	1.2909	0.3863	0.2501	0.9382
125	 2.75s	1.2911	0.3989	0.2481	0.9394
126	 2.75s	1.2889	0.3893	0.2442	0.9401
127	 2.75s	1.2869	0.3998	0.2515	0.9383
128	 2.75s	1.2857	0.3834	0.2448	0.9393
129	 2.73s	1.2881	0.3995	0.2475	0.9394
130	 2.72s	1.2883	0.3981	0.2478	0.9399
131	 2.73s	1.2864	0.3892	0.2489	0.9383
132	 2.75s	1.2839	0.4047	0.2543	0.9383
133	 2.74s	1.2829	0.4049	0.2544	0.9387
134	 2.75s	1.2813	0.3882	0.2472	0.9382
135	 2.73s	1.2880	0.3927	0.2525	0.9377
136	 2.75s	1.2929	0.3973	0.2473	0.9399
137	 2.75s	1.2820	0.4092	0.2523	0.9397
138	 2.76s	1.2861	0.4051	0.2533	0.9390
139	 2.78s	1.2836	0.3979	0.2462	0.9399
140	 2.74s	1.2870	0.3900	0.2480	0.9373
141	 2.71s	1.2832	0.3945	0.2526	0.9378
142	 2.72s	1.2809	0.3999	0.2489	0.9381
143	 2.72s	1.2836	0.3995	0.2501	0.9384
144	 2.72s	1.2775	0.3881	0.2485	0.9383
145	 2.73s	1.2838	0.3954	0.2526	0.9374
146	 2.74s	1.2908	0.3883	0.2493	0.9386
147	 2.72s	1.2872	0.4085	0.2559	0.9385
148	 2.73s	1.2802	0.3992	0.2485	0.9399
149	 2.73s	1.2785	0.4087	0.2536	0.9367
150	 2.72s	1.2898	0.3882	0.2487	0.9384
151	 2.72s	1.2871	0.3950	0.2512	0.9380
152	 2.74s	1.2934	0.3969	0.2478	0.9395
153	 2.73s	1.2848	0.3926	0.2482	0.9382
154	 2.75s	1.2801	0.3895	0.2462	0.9392
155	 2.74s	1.2932	0.3908	0.2483	0.9383
156	 2.75s	1.2742	0.3997	0.2518	0.9381
157	 2.75s	1.2821	0.3936	0.2503	0.9367
158	 2.75s	1.2846	0.3907	0.2542	0.9363
159	 2.75s	1.2837	0.3975	0.2500	0.9377
160	 2.74s	1.2815	0.4191	0.2620	0.9387
161	 2.74s	1.2815	0.3906	0.2497	0.9380
162	 2.74s	1.2804	0.4067	0.2554	0.9378
163	 2.74s	1.2858	0.3880	0.2512	0.9369
164	 2.75s	1.2814	0.4123	0.2546	0.9380
165	 2.76s	1.2856	0.3909	0.2488	0.9382
166	 2.75s	1.2809	0.3964	0.2487	0.9380
167	 2.75s	1.2817	0.3891	0.2472	0.9378
168	 2.75s	1.2812	0.3850	0.2508	0.9383
169	 2.75s	1.2842	0.3909	0.2467	0.9379
170	 2.73s	1.2789	0.3848	0.2499	0.9387
171	 2.75s	1.2772	0.3860	0.2502	0.9380
172	 2.75s	1.2819	0.4161	0.2592	0.9367
173	 2.74s	1.2776	0.3940	0.2493	0.9375
174	 2.74s	1.2797	0.4109	0.2529	0.9375
175	 2.74s	1.2759	0.3980	0.2486	0.9387
176	 2.73s	1.2779	0.3958	0.2496	0.9372
177	 2.74s	1.2783	0.3889	0.2481	0.9373
178	 2.74s	1.2772	0.3992	0.2535	0.9359
179	 2.76s	1.2860	0.4042	0.2534	0.9358
180	 2.75s	1.2763	0.3920	0.2468	0.9374
181	 2.74s	1.2788	0.3949	0.2495	0.9377
182	 2.73s	1.2763	0.4010	0.2525	0.9366
183	 2.76s	1.2774	0.4026	0.2538	0.9367
184	 2.74s	1.2784	0.3948	0.2480	0.9378
185	 2.74s	1.2820	0.4039	0.2548	0.9363
186	 2.74s	1.2780	0.3965	0.2495	0.9366
187	 2.74s	1.2802	0.3910	0.2458	0.9395
188	 2.73s	1.2739	0.4224	0.2632	0.9369
189	 2.73s	1.2763	0.4015	0.2549	0.9354
190	 2.72s	1.2731	0.4041	0.2609	0.9345
191	 2.71s	1.2748	0.4049	0.2604	0.9339
192	 2.71s	1.2806	0.3983	0.2542	0.9358
193	 2.72s	1.2695	0.4227	0.2614	0.9370
194	 2.72s	1.2761	0.3963	0.2496	0.9374
195	 2.72s	1.2749	0.3883	0.2498	0.9375
196	 2.72s	1.2736	0.3967	0.2515	0.9366
197	 2.73s	1.2844	0.4078	0.2597	0.9349
198	 2.71s	1.2826	0.4087	0.2514	0.9390
199	 2.72s	1.2690	0.4002	0.2556	0.9353
200	 2.72s	1.2690	0.4052	0.2518	0.9372
