epoch	time used	train_loss	valid rse	valid rae	valid corr
174	 3.89s	1.3982	0.4589	0.2775	0.9208
175	 3.85s	1.3985	0.4668	0.2813	0.9211
176	 3.86s	1.3937	0.4640	0.2806	0.9207
177	 3.86s	1.3983	0.4675	0.2816	0.9210
178	 3.87s	1.3977	0.4609	0.2807	0.9200
179	 3.86s	1.3954	0.4674	0.2827	0.9217
180	 3.83s	1.3975	0.4610	0.2772	0.9215
181	 3.85s	1.3964	0.4641	0.2810	0.9207
182	 3.87s	1.3915	0.4599	0.2789	0.9211
183	 3.87s	1.3915	0.4533	0.2758	0.9212
184	 3.85s	1.3969	0.4625	0.2796	0.9210
185	 3.89s	1.3941	0.4639	0.2813	0.9202
186	 3.86s	1.3992	0.4621	0.2771	0.9213
187	 3.86s	1.3950	0.4622	0.2806	0.9208
188	 3.85s	1.3981	0.4772	0.2877	0.9195
189	 3.87s	1.3906	0.4889	0.2997	0.9195
190	 3.87s	1.3921	0.4576	0.2769	0.9207
191	 3.84s	1.3976	0.4828	0.2969	0.9193
192	 3.93s	1.3933	0.4658	0.2820	0.9202
193	 3.89s	1.3923	0.4679	0.2848	0.9193
194	 3.86s	1.3930	0.4600	0.2800	0.9214
195	 3.83s	1.3939	0.4656	0.2829	0.9204
196	 3.89s	1.3898	0.4759	0.2906	0.9193
197	 3.86s	1.3919	0.4764	0.2913	0.9202
198	 3.86s	1.3921	0.4731	0.2865	0.9200
199	 3.85s	1.3883	0.4688	0.2858	0.9192
200	 3.87s	1.4001	0.4758	0.2880	0.9199
