epoch	time used	train_loss	valid rse	valid rae	valid corr
110	 0.34s	0.0103	0.0519	0.0431	0.9672
111	 0.30s	0.0101	0.0568	0.0460	0.9672
112	 0.33s	0.0096	0.0642	0.0527	0.9673
113	 0.34s	0.0096	0.0609	0.0495	0.9673
114	 0.34s	0.0100	0.0579	0.0470	0.9673
115	 0.34s	0.0096	0.0652	0.0543	0.9674
116	 0.34s	0.0098	0.0541	0.0441	0.9673
117	 0.34s	0.0106	0.0741	0.0621	0.9672
118	 0.33s	0.0101	0.0531	0.0435	0.9674
119	 0.34s	0.0097	0.0705	0.0586	0.9673
120	 0.33s	0.0095	0.0561	0.0454	0.9675
121	 0.31s	0.0096	0.0584	0.0474	0.9674
122	 0.33s	0.0096	0.0608	0.0496	0.9673
123	 0.34s	0.0099	0.0584	0.0474	0.9676
124	 0.34s	0.0098	0.0678	0.0565	0.9674
125	 0.33s	0.0098	0.0536	0.0436	0.9674
126	 0.33s	0.0097	0.0636	0.0517	0.9675
127	 0.34s	0.0098	0.0626	0.0516	0.9674
128	 0.34s	0.0097	0.0544	0.0445	0.9676
129	 0.34s	0.0098	0.0604	0.0497	0.9676
130	 0.34s	0.0098	0.0629	0.0515	0.9676
131	 0.30s	0.0097	0.0548	0.0447	0.9676
132	 0.34s	0.0097	0.0701	0.0581	0.9675
133	 0.33s	0.0097	0.0563	0.0460	0.9675
134	 0.35s	0.0098	0.0586	0.0476	0.9675
135	 0.33s	0.0097	0.0676	0.0556	0.9674
136	 0.35s	0.0095	0.0570	0.0466	0.9677
137	 0.33s	0.0098	0.0667	0.0558	0.9674
138	 0.34s	0.0097	0.0536	0.0445	0.9674
139	 0.33s	0.0100	0.0725	0.0579	0.9672
140	 0.33s	0.0096	0.0591	0.0485	0.9676
141	 0.30s	0.0098	0.0618	0.0498	0.9675
142	 0.33s	0.0097	0.0615	0.0498	0.9678
143	 0.34s	0.0097	0.0616	0.0502	0.9677
144	 0.33s	0.0096	0.0581	0.0473	0.9677
145	 0.34s	0.0097	0.0708	0.0604	0.9676
146	 0.33s	0.0099	0.0625	0.0513	0.9679
147	 0.33s	0.0095	0.0678	0.0571	0.9680
148	 0.33s	0.0096	0.0592	0.0486	0.9679
149	 0.34s	0.0100	0.0565	0.0461	0.9679
150	 0.33s	0.0094	0.0581	0.0480	0.9680
151	 0.30s	0.0096	0.0664	0.0556	0.9678
152	 0.33s	0.0095	0.0579	0.0474	0.9678
153	 0.33s	0.0094	0.0543	0.0444	0.9680
154	 0.32s	0.0098	0.0612	0.0503	0.9678
155	 0.33s	0.0101	0.0515	0.0425	0.9682
156	 0.33s	0.0096	0.0579	0.0475	0.9680
157	 0.33s	0.0094	0.0531	0.0436	0.9678
158	 0.33s	0.0093	0.0524	0.0428	0.9680
159	 0.34s	0.0093	0.0571	0.0467	0.9678
160	 0.32s	0.0096	0.0612	0.0506	0.9679
161	 0.31s	0.0096	0.0602	0.0495	0.9678
162	 0.32s	0.0096	0.0516	0.0426	0.9676
163	 0.32s	0.0096	0.0541	0.0438	0.9673
164	 0.32s	0.0099	0.0596	0.0500	0.9677
165	 0.31s	0.0094	0.0545	0.0446	0.9679
166	 0.33s	0.0097	0.0524	0.0430	0.9677
167	 0.33s	0.0095	0.0602	0.0492	0.9676
168	 0.33s	0.0096	0.0527	0.0433	0.9677
169	 0.33s	0.0095	0.0588	0.0486	0.9677
170	 0.32s	0.0095	0.0524	0.0425	0.9672
171	 0.30s	0.0096	0.0522	0.0423	0.9673
172	 0.32s	0.0096	0.0571	0.0466	0.9675
173	 0.33s	0.0096	0.0566	0.0465	0.9679
174	 0.33s	0.0095	0.0509	0.0417	0.9673
175	 0.32s	0.0097	0.0599	0.0493	0.9651
176	 0.33s	0.0096	0.0513	0.0422	0.9669
177	 0.32s	0.0095	0.0516	0.0421	0.9670
178	 0.32s	0.0095	0.0716	0.0561	0.9549
179	 0.32s	0.0095	0.0527	0.0434	0.9663
180	 0.32s	0.0095	0.0604	0.0489	0.9628
181	 0.30s	0.0094	0.0545	0.0440	0.9667
182	 0.32s	0.0094	0.0545	0.0450	0.9652
183	 0.33s	0.0095	0.0608	0.0499	0.9628
184	 0.32s	0.0095	0.0610	0.0490	0.9609
185	 0.32s	0.0093	0.0615	0.0519	0.9631
186	 0.33s	0.0092	0.0537	0.0446	0.9653
187	 0.33s	0.0096	0.0585	0.0481	0.9659
188	 0.33s	0.0095	0.0525	0.0427	0.9668
189	 0.32s	0.0097	0.0521	0.0422	0.9680
190	 0.32s	0.0095	0.0568	0.0469	0.9629
191	 0.30s	0.0094	0.0524	0.0425	0.9671
192	 0.32s	0.0094	0.0611	0.0502	0.9609
193	 0.32s	0.0095	0.0557	0.0458	0.9641
194	 0.33s	0.0093	0.0525	0.0428	0.9666
195	 0.32s	0.0093	0.0515	0.0420	0.9663
196	 0.32s	0.0093	0.0621	0.0520	0.9630
197	 0.32s	0.0104	0.0554	0.0472	0.9653
198	 0.32s	0.0097	0.0610	0.0505	0.9660
199	 0.32s	0.0102	0.0561	0.0463	0.9642
200	 0.32s	0.0092	0.0533	0.0435	0.9664
