epoch	time used	train_loss	valid rse	valid rae	valid corr
110	 8.56s	193.9765	0.0697	0.0489	0.8609
111	 8.53s	194.0645	0.0704	0.0501	0.8611
112	 8.54s	194.1937	0.0697	0.0492	0.8608
113	 8.53s	193.7665	0.0697	0.0490	0.8610
114	 8.49s	193.9700	0.0695	0.0489	0.8608
115	 8.54s	193.8237	0.0704	0.0497	0.8610
116	 8.53s	193.8535	0.0694	0.0488	0.8609
117	 8.55s	193.7856	0.0703	0.0496	0.8609
118	 8.54s	194.2808	0.0695	0.0490	0.8609
119	 8.56s	193.8926	0.0704	0.0502	0.8610
120	 8.53s	194.0075	0.0696	0.0488	0.8611
121	 8.54s	193.6983	0.0695	0.0490	0.8610
122	 8.61s	194.2036	0.0695	0.0489	0.8610
123	 8.57s	193.6410	0.0699	0.0494	0.8610
124	 8.57s	194.2866	0.0697	0.0491	0.8610
125	 8.59s	193.7812	0.0695	0.0487	0.8610
126	 8.54s	194.3330	0.0698	0.0494	0.8608
127	 8.49s	193.9486	0.0697	0.0492	0.8609
128	 8.54s	193.9447	0.0694	0.0489	0.8608
129	 8.53s	194.1360	0.0694	0.0490	0.8608
130	 8.53s	194.1182	0.0695	0.0488	0.8611
131	 8.56s	194.0222	0.0694	0.0488	0.8610
132	 8.57s	193.8965	0.0700	0.0495	0.8611
133	 8.50s	193.9983	0.0695	0.0489	0.8609
134	 8.55s	194.2013	0.0695	0.0488	0.8609
135	 8.58s	193.8590	0.0703	0.0494	0.8611
136	 8.58s	193.8040	0.0699	0.0497	0.8608
137	 8.55s	194.0139	0.0702	0.0492	0.8609
138	 8.54s	194.4479	0.0695	0.0490	0.8607
139	 8.54s	194.1036	0.0698	0.0493	0.8611
140	 8.49s	193.8668	0.0696	0.0492	0.8609
141	 8.54s	194.0370	0.0700	0.0502	0.8608
142	 8.55s	194.2738	0.0695	0.0490	0.8610
143	 8.55s	194.0701	0.0698	0.0493	0.8609
144	 8.60s	194.5107	0.0697	0.0496	0.8609
145	 8.57s	194.0483	0.0696	0.0491	0.8609
146	 8.54s	193.7628	0.0697	0.0497	0.8610
147	 8.57s	193.8446	0.0695	0.0488	0.8610
148	 8.57s	194.0597	0.0697	0.0491	0.8608
149	 8.57s	193.7901	0.0703	0.0494	0.8608
150	 8.54s	194.0120	0.0696	0.0491	0.8607
151	 8.53s	194.5767	0.0694	0.0488	0.8609
152	 8.50s	193.8877	0.0696	0.0491	0.8610
153	 8.55s	193.8577	0.0697	0.0493	0.8610
154	 8.55s	193.9011	0.0695	0.0488	0.8608
155	 8.55s	193.6424	0.0696	0.0490	0.8611
156	 8.57s	193.8185	0.0695	0.0489	0.8608
157	 8.54s	194.2190	0.0696	0.0492	0.8610
158	 8.54s	194.0539	0.0697	0.0490	0.8609
159	 8.48s	193.7634	0.0701	0.0496	0.8609
160	 8.53s	193.8028	0.0694	0.0488	0.8609
161	 8.53s	194.0700	0.0696	0.0489	0.8610
162	 8.56s	194.0839	0.0697	0.0489	0.8608
163	 8.56s	193.9697	0.0695	0.0489	0.8610
164	 8.56s	193.7347	0.0697	0.0495	0.8609
165	 8.53s	194.0584	0.0696	0.0489	0.8609
166	 8.57s	194.4363	0.0696	0.0489	0.8610
167	 8.57s	194.0786	0.0701	0.0492	0.8610
168	 8.55s	193.9693	0.0696	0.0491	0.8609
169	 8.56s	193.8973	0.0700	0.0493	0.8608
170	 8.56s	194.0777	0.0707	0.0513	0.8610
171	 8.47s	194.0802	0.0695	0.0490	0.8608
172	 8.53s	194.1170	0.0705	0.0499	0.8612
173	 8.53s	193.8145	0.0695	0.0488	0.8608
174	 8.53s	194.0821	0.0695	0.0491	0.8609
175	 8.55s	193.7396	0.0699	0.0496	0.8607
176	 8.55s	193.6759	0.0695	0.0489	0.8607
177	 8.55s	194.1102	0.0702	0.0493	0.8609
178	 8.53s	193.9274	0.0705	0.0495	0.8608
179	 8.56s	193.8176	0.0698	0.0490	0.8608
180	 8.54s	193.9829	0.0700	0.0498	0.8610
181	 8.55s	194.1431	0.0697	0.0490	0.8609
182	 8.56s	193.9586	0.0698	0.0494	0.8608
183	 8.54s	194.1366	0.0699	0.0493	0.8608
184	 8.53s	194.1031	0.0702	0.0500	0.8607
185	 8.56s	194.2797	0.0694	0.0488	0.8610
186	 8.54s	193.7422	0.0697	0.0498	0.8611
187	 8.54s	193.9232	0.0697	0.0501	0.8609
188	 8.55s	193.9195	0.0696	0.0492	0.8609
189	 8.58s	193.8204	0.0695	0.0488	0.8610
190	 8.54s	194.2211	0.0696	0.0491	0.8609
191	 8.54s	193.8920	0.0697	0.0490	0.8609
192	 8.54s	193.9542	0.0696	0.0489	0.8611
193	 8.54s	194.0108	0.0695	0.0488	0.8608
194	 8.54s	194.1476	0.0694	0.0489	0.8607
195	 8.55s	193.7593	0.0695	0.0490	0.8609
196	 8.55s	194.2632	0.0695	0.0489	0.8610
197	 8.48s	193.7198	0.0702	0.0496	0.8610
198	 8.54s	194.1931	0.0696	0.0489	0.8611
199	 8.55s	194.3936	0.0697	0.0493	0.8608
200	 8.53s	194.4161	0.0696	0.0489	0.8610
