epoch	time used	train_loss	valid rse	valid rae	valid corr
110	 0.25s	0.0098	0.0507	0.0413	0.9670
111	 0.21s	0.0100	0.0509	0.0416	0.9670
112	 0.25s	0.0099	0.0512	0.0408	0.9670
113	 0.25s	0.0100	0.0516	0.0411	0.9670
114	 0.25s	0.0099	0.0517	0.0412	0.9670
115	 0.25s	0.0104	0.0507	0.0413	0.9671
116	 0.25s	0.0098	0.0507	0.0410	0.9671
117	 0.25s	0.0098	0.0509	0.0419	0.9671
118	 0.25s	0.0098	0.0503	0.0410	0.9671
119	 0.25s	0.0098	0.0511	0.0410	0.9672
120	 0.25s	0.0102	0.0512	0.0408	0.9672
121	 0.21s	0.0103	0.0506	0.0410	0.9672
122	 0.26s	0.0104	0.0511	0.0408	0.9672
123	 0.25s	0.0104	0.0505	0.0414	0.9672
124	 0.26s	0.0103	0.0509	0.0407	0.9672
125	 0.25s	0.0104	0.0505	0.0413	0.9672
126	 0.26s	0.0103	0.0503	0.0412	0.9672
127	 0.25s	0.0096	0.0511	0.0430	0.9672
128	 0.25s	0.0101	0.0506	0.0409	0.9672
129	 0.25s	0.0097	0.0504	0.0410	0.9672
130	 0.24s	0.0097	0.0508	0.0414	0.9672
131	 0.21s	0.0097	0.0503	0.0409	0.9672
132	 0.24s	0.0098	0.0522	0.0415	0.9672
133	 0.26s	0.0102	0.0538	0.0429	0.9672
134	 0.24s	0.0101	0.0507	0.0424	0.9673
135	 0.25s	0.0099	0.0517	0.0412	0.9673
136	 0.25s	0.0100	0.0506	0.0420	0.9673
137	 0.24s	0.0099	0.0504	0.0415	0.9673
138	 0.25s	0.0098	0.0520	0.0414	0.9673
139	 0.25s	0.0101	0.0507	0.0407	0.9673
140	 0.25s	0.0100	0.0508	0.0425	0.9673
141	 0.21s	0.0103	0.0506	0.0418	0.9673
142	 0.25s	0.0098	0.0516	0.0411	0.9673
143	 0.24s	0.0099	0.0530	0.0420	0.9673
144	 0.25s	0.0097	0.0504	0.0416	0.9673
145	 0.24s	0.0103	0.0506	0.0424	0.9673
146	 0.24s	0.0098	0.0502	0.0408	0.9673
147	 0.24s	0.0100	0.0505	0.0406	0.9673
148	 0.24s	0.0099	0.0521	0.0414	0.9673
149	 0.24s	0.0103	0.0526	0.0457	0.9674
150	 0.24s	0.0103	0.0541	0.0431	0.9673
151	 0.21s	0.0104	0.0523	0.0452	0.9674
152	 0.24s	0.0103	0.0519	0.0415	0.9673
153	 0.24s	0.0098	0.0502	0.0410	0.9674
154	 0.24s	0.0097	0.0518	0.0413	0.9674
155	 0.24s	0.0097	0.0502	0.0406	0.9674
156	 0.23s	0.0097	0.0507	0.0422	0.9674
157	 0.24s	0.0096	0.0503	0.0404	0.9674
158	 0.24s	0.0100	0.0507	0.0406	0.9674
159	 0.25s	0.0097	0.0506	0.0406	0.9674
160	 0.25s	0.0097	0.0514	0.0410	0.9674
161	 0.21s	0.0097	0.0505	0.0405	0.9674
162	 0.24s	0.0097	0.0503	0.0418	0.9674
163	 0.24s	0.0096	0.0502	0.0415	0.9674
164	 0.24s	0.0097	0.0512	0.0408	0.9674
165	 0.24s	0.0098	0.0502	0.0407	0.9675
166	 0.24s	0.0097	0.0507	0.0418	0.9675
167	 0.24s	0.0101	0.0511	0.0411	0.9675
168	 0.24s	0.0100	0.0504	0.0403	0.9675
169	 0.23s	0.0096	0.0507	0.0426	0.9675
170	 0.23s	0.0101	0.0515	0.0437	0.9675
171	 0.21s	0.0098	0.0505	0.0420	0.9675
172	 0.23s	0.0099	0.0515	0.0411	0.9675
173	 0.23s	0.0098	0.0503	0.0418	0.9675
174	 0.23s	0.0097	0.0516	0.0410	0.9675
175	 0.23s	0.0099	0.0504	0.0404	0.9675
176	 0.23s	0.0097	0.0502	0.0404	0.9675
177	 0.23s	0.0097	0.0501	0.0416	0.9675
178	 0.23s	0.0101	0.0512	0.0436	0.9676
179	 0.23s	0.0100	0.0517	0.0411	0.9675
180	 0.23s	0.0099	0.0502	0.0413	0.9676
181	 0.22s	0.0096	0.0506	0.0405	0.9676
182	 0.23s	0.0097	0.0507	0.0430	0.9676
183	 0.24s	0.0103	0.0520	0.0414	0.9676
184	 0.23s	0.0103	0.0509	0.0433	0.9676
185	 0.24s	0.0102	0.0531	0.0423	0.9676
186	 0.23s	0.0102	0.0502	0.0407	0.9676
187	 0.24s	0.0097	0.0502	0.0409	0.9676
188	 0.24s	0.0096	0.0499	0.0410	0.9676
189	 0.23s	0.0098	0.0499	0.0404	0.9676
190	 0.23s	0.0098	0.0508	0.0405	0.9676
191	 0.22s	0.0097	0.0514	0.0442	0.9676
192	 0.23s	0.0104	0.0506	0.0406	0.9676
193	 0.23s	0.0098	0.0522	0.0419	0.9676
194	 0.23s	0.0097	0.0499	0.0405	0.9677
195	 0.23s	0.0096	0.0503	0.0419	0.9677
196	 0.23s	0.0097	0.0515	0.0410	0.9677
197	 0.23s	0.0096	0.0503	0.0403	0.9677
198	 0.23s	0.0096	0.0508	0.0405	0.9677
199	 0.23s	0.0096	0.0501	0.0413	0.9677
200	 0.22s	0.0099	0.0512	0.0408	0.9677
