0.9169,0.921,0.948,0.8257
0.9263,0.9557,0.9496,0.9154
0.9296,0.961,0.9502,0.9482
0.9311,0.9609,0.9506,0.9511
0.9334,0.9607,0.9509,0.9523
0.9343,0.9606,0.9513,0.9524
0.9351,0.9613,0.9519,0.9531
0.936,0.962,0.9524,0.9539
0.9364,0.9627,0.9528,0.9546
0.9372,0.9633,0.9531,0.9548
0.9382,0.9638,0.9533,0.9554
0.9397,0.9641,0.9536,0.9562
0.9418,0.9644,0.9539,0.9561
0.9431,0.9647,0.9542,0.956
0.9441,0.9648,0.9546,0.9571
0.9454,0.9648,0.9549,0.9575
0.9459,0.9649,0.9552,0.9581
0.9467,0.9651,0.9557,0.958
0.9477,0.9653,0.9559,0.9577
0.9483,0.9654,0.9563,0.9588
0.9491,0.9655,0.9565,0.9585
0.9498,0.9656,0.9567,0.9585
0.9505,0.9657,0.9571,0.959
0.9514,0.9657,0.9574,0.9596
0.9521,0.9658,0.9578,0.9595
0.9527,0.9658,0.9579,0.9596
0.9533,0.9658,0.958,0.9607
0.9537,0.9658,0.9583,0.9604
0.9543,0.9658,0.9586,0.9608
0.9549,0.9659,0.9589,0.9609
0.9556,0.966,0.959,0.9608
0.9563,0.9659,0.9591,0.9611
0.9567,0.966,0.9593,0.9609
0.9571,0.9661,0.9595,0.9611
0.9575,0.9661,0.9598,0.9615
0.9578,0.9661,0.96,0.9614
0.9582,0.9662,0.9601,0.9612
0.9587,0.9662,0.9602,0.9616
0.9591,0.9662,0.9603,0.9617
0.9594,0.9662,0.9605,0.9618
0.9597,0.9662,0.9606,0.9615
0.9598,0.9662,0.9606,0.9621
0.96,0.9663,0.9608,0.9619
0.9605,0.9663,0.961,0.9616
0.9609,0.9664,0.9611,0.9623
0.9612,0.9665,0.9612,0.9621
0.9616,0.9666,0.9613,0.9624
0.9618,0.9665,0.9617,0.9619
0.9621,0.9666,0.9615,0.9622
0.9624,0.9666,0.9617,0.9626
0.9627,0.9666,0.9618,0.9626
0.963,0.9666,0.962,0.9626
0.9632,0.9666,0.9619,0.9629
0.9634,0.9666,0.9621,0.9631
0.9636,0.9666,0.9622,0.963
0.9638,0.9666,0.9622,0.9629
0.9639,0.9666,0.9623,0.9625
0.9641,0.9667,0.9624,0.9634
0.9643,0.9667,0.9625,0.9634
0.9646,0.9666,0.9626,0.9633
0.9646,0.9668,0.9627,0.9633
0.9647,0.9668,0.9628,0.9634
0.9648,0.9668,0.9628,0.9636
0.9649,0.9669,0.9628,0.9636
0.965,0.9668,0.9629,0.9638
0.9651,0.9668,0.963,0.9637
0.9652,0.9668,0.9629,0.9638
0.9653,0.9668,0.9631,0.9634
0.9653,0.9669,0.963,0.9634
0.9655,0.9668,0.9631,0.9635
0.9656,0.9668,0.9631,0.9639
0.9656,0.9669,0.9632,0.9636
0.9657,0.9668,0.9632,0.9637
0.9658,0.9669,0.9634,0.9641
0.9658,0.9669,0.9633,0.9641
0.9659,0.9669,0.9633,0.964
0.966,0.967,0.9634,0.9641
0.966,0.9669,0.9634,0.9642
0.966,0.967,0.9635,0.964
0.9661,0.967,0.9637,0.9645
0.9661,0.967,0.9637,0.9642
0.9662,0.967,0.9636,0.9641
0.9663,0.9671,0.9637,0.9641
0.9663,0.9671,0.9637,0.9642
0.9664,0.9671,0.9638,0.9645
0.9664,0.9673,0.9638,0.9638
0.9665,0.9673,0.9639,0.9644
0.9665,0.9673,0.9639,0.9644
0.9666,0.9672,0.964,0.9646
0.9666,0.9672,0.964,0.9644
0.9666,0.9672,0.9639,0.9644
0.9667,0.9672,0.964,0.9645
0.9667,0.9673,0.964,0.9643
0.9667,0.9672,0.964,0.9646
0.9668,0.9672,0.964,0.9646
0.9668,0.9672,0.964,0.9646
0.9668,0.9672,0.964,0.9648
0.9668,0.9673,0.9636,0.9646
0.9668,0.9673,0.9639,0.9643
0.9669,0.9673,0.9641,0.9645
0.9669,0.9672,0.9643,0.9648
0.9669,0.9672,0.9642,0.9646
0.9669,0.9673,0.9642,0.9646
0.9669,0.9674,0.9643,0.9648
0.9669,0.9674,0.9643,0.9648
0.9669,0.9673,0.9642,0.9648
0.967,0.9673,0.9642,0.9647
0.967,0.9673,0.9644,0.9649
0.967,0.9672,0.9644,0.9649
0.967,0.9672,0.9644,0.9649
0.967,0.9672,0.9644,0.9648
0.967,0.9673,0.9645,0.9649
0.967,0.9673,0.9645,0.9647
0.967,0.9673,0.9645,0.9651
0.9671,0.9674,0.9646,0.9654
0.9671,0.9673,0.9644,0.965
0.9671,0.9672,0.9645,0.9653
0.9671,0.9674,0.9646,0.9651
0.9672,0.9673,0.9646,0.9649
0.9672,0.9675,0.9646,0.9646
0.9672,0.9674,0.9645,0.9652
0.9672,0.9673,0.9647,0.965
0.9672,0.9676,0.9647,0.965
0.9672,0.9674,0.9647,0.9654
0.9672,0.9674,0.9647,0.9654
0.9672,0.9675,0.9648,0.9652
0.9672,0.9674,0.9648,0.9653
0.9672,0.9676,0.9648,0.9651
0.9672,0.9676,0.9647,0.9654
0.9672,0.9676,0.9648,0.9656
0.9672,0.9676,0.9648,0.964
0.9672,0.9675,0.9649,0.9656
0.9672,0.9675,0.9648,0.9653
0.9673,0.9675,0.9647,0.9649
0.9673,0.9674,0.965,0.9656
0.9673,0.9677,0.9649,0.9657
0.9673,0.9674,0.965,0.9656
0.9673,0.9674,0.965,0.9655
0.9673,0.9672,0.9648,0.9659
0.9673,0.9676,0.965,0.9655
0.9673,0.9675,0.965,0.9649
0.9673,0.9678,0.9651,0.9654
0.9673,0.9677,0.965,0.9654
0.9673,0.9677,0.9649,0.9655
0.9673,0.9676,0.9651,0.9656
0.9673,0.9679,0.9652,0.9656
0.9673,0.968,0.9652,0.9655
0.9673,0.9679,0.9652,0.9654
0.9674,0.9679,0.9652,0.9653
0.9673,0.968,0.9652,0.9655
0.9674,0.9678,0.9652,0.9656
0.9673,0.9678,0.9652,0.9653
0.9674,0.968,0.9652,0.9657
