0.7445,0.7239,0.6234,0.7745
0.812,0.7844,0.7287,0.8256
0.8267,0.8119,0.78,0.845
0.8381,0.817,0.8061,0.854
0.8417,0.8357,0.8165,0.8588
0.8464,0.8398,0.8226,0.8593
0.8488,0.8422,0.8295,0.8622
0.8524,0.8487,0.828,0.8652
0.8548,0.8507,0.8265,0.8645
0.8533,0.8558,0.836,0.8685
0.8589,0.8554,0.8334,0.8687
0.8589,0.857,0.8288,0.8687
0.8607,0.8561,0.84,0.869
0.8622,0.8591,0.834,0.8706
0.8616,0.8587,0.8417,0.8729
0.8622,0.8622,0.8368,0.872
0.8628,0.8579,0.8476,0.8733
0.8607,0.8616,0.8471,0.8737
0.8635,0.8642,0.8444,0.8746
0.8639,0.8644,0.8491,0.8743
0.8634,0.8595,0.8477,0.8735
0.8658,0.8631,0.8495,0.8756
0.8639,0.8642,0.8473,0.8752
0.8661,0.8497,0.8507,0.8763
0.8665,0.8641,0.8423,0.8744
0.8635,0.8654,0.8525,0.8775
0.866,0.8672,0.8489,0.8748
0.8655,0.8657,0.8531,0.8707
0.8673,0.8671,0.8483,0.8748
0.8675,0.8646,0.8484,0.8754
0.8695,0.8679,0.8521,0.8767
0.8677,0.8689,0.8548,0.8765
0.8695,0.8669,0.8577,0.8771
0.8697,0.867,0.8532,0.8745
0.8687,0.8648,0.8563,0.8766
0.8703,0.8666,0.8566,0.8786
0.8681,0.8678,0.8591,0.8788
0.8714,0.8688,0.8563,0.8787
0.8695,0.8681,0.8553,0.8779
0.8708,0.866,0.8565,0.8779
0.8703,0.8673,0.8607,0.8789
0.8691,0.8692,0.8584,0.8784
0.8679,0.8649,0.8485,0.877
0.8696,0.8686,0.8611,0.8738
0.8702,0.869,0.8587,0.8796
0.8705,0.8649,0.8583,0.8772
0.8712,0.867,0.8553,0.8775
0.8692,0.8687,0.8618,0.8784
0.8702,0.87,0.8624,0.8791
0.8686,0.8696,0.8565,0.8792
0.87,0.868,0.8597,0.8752
0.8725,0.8684,0.8539,0.8782
0.8707,0.8696,0.8617,0.8779
0.8701,0.8692,0.8552,0.8793
0.8714,0.8697,0.8596,0.8787
0.872,0.8693,0.8617,0.8734
0.8715,0.8711,0.8647,0.8767
0.8689,0.8704,0.862,0.8799
0.8701,0.8715,0.8603,0.8772
0.8705,0.8713,0.8627,0.8784
0.8744,0.8688,0.8641,0.8742
0.8713,0.8713,0.863,0.8771
0.8731,0.8721,0.8643,0.8779
0.8737,0.8719,0.8636,0.874
0.8726,0.8702,0.86,0.8787
0.8719,0.8701,0.8635,0.8771
0.8704,0.8702,0.8665,0.8771
0.8719,0.8722,0.8592,0.8763
0.8738,0.8642,0.8611,0.8795
0.8708,0.8703,0.8621,0.8752
0.8744,0.8722,0.8609,0.8782
0.8715,0.8721,0.8622,0.8777
0.8725,0.8715,0.8657,0.8783
0.8729,0.8724,0.8618,0.878
0.8734,0.8702,0.8601,0.8788
0.8725,0.8711,0.8646,0.8756
0.87,0.8722,0.8672,0.8767
0.8736,0.8724,0.8661,0.8791
0.872,0.8725,0.8657,0.8783
0.8728,0.8727,0.8539,0.8794
0.8708,0.8712,0.8654,0.8777
0.8748,0.8716,0.8681,0.8761
0.875,0.8711,0.8677,0.8787
0.8735,0.8716,0.8645,0.8793
0.8723,0.8735,0.8651,0.8785
0.8727,0.8726,0.8643,0.8756
0.8712,0.8725,0.8646,0.8751
0.8734,0.8723,0.8649,0.8756
0.874,0.8743,0.8662,0.8729
0.8723,0.8719,0.8658,0.8693
0.8728,0.8701,0.8667,0.8665
0.8726,0.8742,0.8653,0.8791
0.8734,0.8739,0.8671,0.8771
0.8723,0.8732,0.8664,0.8796
0.8734,0.8676,0.8639,0.8737
