0.8458,0.8334,0.8481,0.8243
0.8718,0.8693,0.8567,0.8511
0.8937,0.8759,0.8594,0.8588
0.8983,0.8818,0.8611,0.8594
0.9023,0.8867,0.8615,0.8604
0.9,0.8898,0.8618,0.861
0.901,0.8918,0.862,0.8611
0.9044,0.8903,0.8619,0.8613
0.9042,0.8932,0.8619,0.8612
0.9055,0.8933,0.8618,0.8612
0.9046,0.8948,0.8618,0.8613
0.9062,0.8949,0.8614,0.8612
0.9051,0.8938,0.8614,0.8611
0.9014,0.8957,0.8614,0.8608
0.9027,0.896,0.8613,0.861
0.9085,0.8978,0.8612,0.8609
0.9079,0.8951,0.861,0.8611
0.9033,0.8951,0.861,0.8611
0.9072,0.8963,0.8611,0.8608
0.9099,0.8963,0.861,0.8608
0.9085,0.898,0.8611,0.8607
0.9084,0.8984,0.861,0.8609
0.9097,0.8959,0.8609,0.8606
0.9095,0.8952,0.8609,0.8609
0.907,0.8971,0.8608,0.8607
0.9126,0.8969,0.8611,0.8607
0.9042,0.8957,0.8609,0.8608
0.9045,0.897,0.861,0.8608
0.9112,0.8982,0.861,0.8608
0.908,0.8977,0.8608,0.861
0.9122,0.897,0.861,0.8606
0.9068,0.8975,0.8611,0.8609
0.9083,0.8975,0.8611,0.861
0.9079,0.8976,0.8608,0.861
0.9107,0.8974,0.8609,0.8608
0.9119,0.8979,0.8611,0.8608
0.9087,0.8982,0.861,0.861
0.909,0.8983,0.861,0.8609
0.9083,0.8973,0.861,0.8611
0.9116,0.8988,0.8609,0.8609
0.9102,0.8975,0.8611,0.8611
0.9082,0.8969,0.861,0.8609
0.9056,0.8984,0.861,0.861
0.9086,0.8992,0.8606,0.861
0.913,0.8983,0.8607,0.8607
0.9125,0.8978,0.8609,0.8609
0.9057,0.898,0.8607,0.8609
0.9072,0.8991,0.8607,0.8608
0.9096,0.8968,0.8609,0.861
0.9057,0.8985,0.8608,0.861
0.9086,0.8992,0.861,0.861
0.9129,0.8992,0.861,0.8608
0.9087,0.899,0.861,0.861
0.907,0.8981,0.8609,0.8607
0.9101,0.8993,0.8608,0.8608
0.9081,0.8978,0.8608,0.8609
0.908,0.8978,0.861,0.8609
0.9106,0.8982,0.861,0.8609
0.9092,0.899,0.8609,0.8606
0.91,0.8968,0.8608,0.8608
0.9033,0.8988,0.861,0.8608
0.909,0.8987,0.8609,0.8609
0.9076,0.8991,0.861,0.8608
0.9091,0.899,0.8608,0.8608
0.9048,0.8987,0.8609,0.861
0.9088,0.9002,0.8608,0.8608
0.9091,0.8983,0.8609,0.8607
0.9091,0.898,0.861,0.8609
0.9093,0.8992,0.8608,0.8607
0.911,0.8973,0.861,0.8609
0.9071,0.899,0.861,0.8609
0.9041,0.8996,0.8609,0.8611
0.9029,0.8988,0.861,0.8609
0.9111,0.9003,0.8609,0.8609
0.9017,0.8993,0.8609,0.8609
0.9095,0.8991,0.8608,0.8609
0.9087,0.8975,0.861,0.861
0.904,0.8985,0.861,0.861
0.9059,0.8995,0.861,0.8611
0.9096,0.8981,0.8608,0.861
0.9045,0.8982,0.8609,0.861
0.9109,0.899,0.861,0.861
0.9078,0.8996,0.8611,0.8608
0.9067,0.8983,0.861,0.8609
0.9079,0.8968,0.861,0.8609
0.9078,0.8969,0.861,0.8608
0.9041,0.8987,0.8611,0.8607
0.9071,0.8989,0.8607,0.8609
0.9072,0.8993,0.861,0.8608
0.9083,0.8984,0.8609,0.8607
0.9075,0.8992,0.8608,0.8609
0.9045,0.8985,0.861,0.861
0.9057,0.8989,0.861,0.8609
0.9044,0.8992,0.861,0.8607
0.9045,0.8996,0.8608,0.8607
0.9082,0.8965,0.8608,0.8607
0.9063,0.898,0.861,0.8608
0.9037,0.8993,0.8609,0.8608
0.9081,0.9,0.8609,0.8608
0.9102,0.8981,0.8609,0.8604
0.9089,0.8991,0.8608,0.8608
0.9013,0.8993,0.8609,0.8609
0.9035,0.9,0.8609,0.8608
0.9057,0.8976,0.8608,0.8612
0.9071,0.8974,0.8609,0.8608
0.9034,0.8972,0.861,0.8608
0.91,0.8991,0.8611,0.8607
0.9053,0.8977,0.8609,0.8609
0.9066,0.898,0.861,0.8609
0.9077,0.8993,0.8609,0.8608
0.9056,0.8983,0.8611,0.861
0.9071,0.898,0.8608,0.8608
0.9053,0.8986,0.861,0.8609
0.9037,0.8999,0.8608,0.8607
0.909,0.8972,0.861,0.8609
0.8986,0.8976,0.8609,0.8608
0.907,0.8991,0.8609,0.8607
0.9052,0.8986,0.8609,0.8609
0.9042,0.8983,0.861,0.861
0.9064,0.8988,0.8611,0.8608
0.9054,0.8972,0.861,0.8609
0.9066,0.8968,0.861,0.8607
0.9024,0.8989,0.861,0.8607
0.9045,0.8976,0.861,0.861
0.9035,0.8981,0.861,0.861
0.9058,0.8981,0.8608,0.8606
0.9043,0.8984,0.8609,0.8608
0.8985,0.8983,0.8608,0.8609
0.9052,0.8976,0.8608,0.8609
0.9077,0.8974,0.8611,0.861
0.9023,0.8981,0.861,0.8609
0.9092,0.8982,0.8611,0.8611
0.9052,0.899,0.8609,0.861
0.9036,0.8986,0.8609,0.8608
0.8993,0.8992,0.8611,0.8608
0.8999,0.8986,0.8608,0.8608
0.9063,0.8983,0.8609,0.8607
0.9045,0.8985,0.8607,0.8609
0.9056,0.8984,0.8611,0.8607
0.9045,0.8986,0.8609,0.8609
0.9054,0.8975,0.8608,0.861
0.9059,0.8967,0.861,0.861
0.9036,0.8988,0.8609,0.861
0.9056,0.8992,0.8609,0.8609
0.899,0.8994,0.8609,0.8609
0.9013,0.8975,0.861,0.8607
0.9044,0.8975,0.861,0.8608
0.9032,0.8991,0.8608,0.861
0.9017,0.8989,0.8608,0.8609
0.903,0.8977,0.8607,0.861
0.9091,0.8987,0.8609,0.8612
0.9028,0.8983,0.861,0.861
0.9024,0.8977,0.861,0.861
0.907,0.8973,0.8608,0.8608
0.9074,0.8984,0.8611,0.861
0.9042,0.899,0.8608,0.8612
0.9051,0.8971,0.861,0.8606
0.9063,0.8983,0.8609,0.8609
0.9052,0.8976,0.8609,0.8607
0.9057,0.8987,0.8609,0.8609
0.9076,0.8989,0.861,0.861
0.9064,0.8954,0.8608,0.8608
0.9032,0.8972,0.861,0.8609
0.904,0.8977,0.8609,0.8609
0.904,0.8978,0.8609,0.8609
0.9057,0.8966,0.861,0.861
0.9074,0.8969,0.861,0.8609
0.9041,0.8983,0.8609,0.8608
0.9023,0.8969,0.8608,0.861
0.9043,0.8974,0.861,0.8607
0.9021,0.8974,0.8608,0.8608
0.8981,0.8965,0.8612,0.8608
0.9043,0.8956,0.8608,0.8608
0.8963,0.8975,0.8609,0.861
0.9082,0.8977,0.8607,0.8607
0.9065,0.8975,0.8607,0.8608
0.9043,0.8988,0.8609,0.861
0.898,0.8973,0.8608,0.8607
0.9014,0.8985,0.8608,0.861
0.9062,0.8984,0.861,0.8609
0.9078,0.8997,0.8609,0.8609
0.9041,0.8991,0.8608,0.861
0.9047,0.8982,0.8608,0.861
0.9044,0.8979,0.8607,0.8609
0.8978,0.8976,0.861,0.861
0.9055,0.8963,0.8611,0.8609
0.9088,0.8965,0.8609,0.8609
0.8954,0.8966,0.8609,0.8609
0.9031,0.8973,0.861,0.8609
0.9051,0.8968,0.8609,0.8608
0.9032,0.8982,0.8609,0.8608
0.9044,0.8975,0.8611,0.8608
0.9048,0.8968,0.8608,0.8608
0.8976,0.8967,0.8607,0.8608
0.9067,0.8987,0.8609,0.8609
0.9043,0.8983,0.861,0.8609
0.9071,0.8977,0.861,0.8608
0.9042,0.8975,0.8611,0.8609
0.9035,0.896,0.8608,0.8608
0.8988,0.8975,0.861,0.8609
