epoch	time used	train_loss	valid rse	valid rae	valid corr
110	 2.67s	159.9859	0.0670	0.0446	0.9077
111	 2.65s	160.3752	0.0695	0.0446	0.9056
112	 2.68s	160.0252	0.0679	0.0440	0.9071
113	 2.70s	159.9634	0.0668	0.0449	0.9053
114	 2.69s	160.0580	0.0668	0.0441	0.9037
115	 2.68s	160.5466	0.0656	0.0437	0.9090
116	 2.67s	160.7359	0.0667	0.0464	0.8986
117	 2.64s	159.6549	0.0644	0.0437	0.9070
118	 2.67s	159.7400	0.0698	0.0453	0.9052
119	 2.68s	159.9961	0.0680	0.0448	0.9042
120	 2.68s	160.1220	0.0667	0.0437	0.9064
121	 2.64s	159.6450	0.0654	0.0442	0.9054
122	 2.68s	159.6603	0.0649	0.0444	0.9066
123	 2.71s	159.4973	0.0662	0.0446	0.9024
124	 2.67s	160.7485	0.0677	0.0454	0.9045
125	 2.64s	159.8485	0.0652	0.0434	0.9035
126	 2.63s	159.8181	0.0689	0.0454	0.9058
127	 2.64s	160.0069	0.0704	0.0459	0.9043
128	 2.64s	159.3351	0.0718	0.0478	0.8985
129	 2.65s	160.0423	0.0638	0.0433	0.9052
130	 2.64s	159.2748	0.0693	0.0444	0.9077
131	 2.63s	159.3007	0.0652	0.0457	0.9023
132	 2.70s	159.9959	0.0659	0.0436	0.9092
133	 2.69s	160.0790	0.0707	0.0451	0.9052
134	 2.64s	159.5429	0.0674	0.0449	0.9036
135	 2.64s	159.7315	0.0654	0.0463	0.8993
136	 2.62s	159.9998	0.0672	0.0469	0.8999
137	 2.68s	159.6983	0.0665	0.0452	0.9063
138	 2.65s	159.9717	0.0650	0.0442	0.9045
139	 2.68s	159.5584	0.0660	0.0448	0.9056
140	 2.68s	160.1345	0.0664	0.0442	0.9045
141	 2.65s	159.9448	0.0654	0.0439	0.9054
142	 2.68s	159.3576	0.0668	0.0441	0.9059
143	 2.64s	159.1531	0.0660	0.0436	0.9036
144	 2.65s	159.5393	0.0679	0.0464	0.9056
145	 2.66s	159.3305	0.0660	0.0465	0.8990
146	 2.65s	159.4428	0.0679	0.0448	0.9013
147	 2.64s	159.4029	0.0674	0.0443	0.9044
148	 2.64s	159.8228	0.0684	0.0453	0.9032
149	 2.65s	160.5638	0.0671	0.0450	0.9017
150	 2.65s	160.0078	0.0687	0.0446	0.9030
151	 2.63s	159.2990	0.0654	0.0443	0.9091
152	 2.64s	159.2748	0.0676	0.0467	0.9028
153	 2.65s	159.3823	0.0668	0.0441	0.9024
154	 2.65s	158.9281	0.0723	0.0459	0.9070
155	 2.64s	159.5061	0.0654	0.0442	0.9074
156	 2.67s	159.2217	0.0676	0.0448	0.9042
157	 2.66s	159.3410	0.0662	0.0448	0.9051
158	 2.66s	159.2393	0.0659	0.0461	0.9063
