epoch	time used	train_loss	valid rse	valid rae	valid corr
150	 0.37s	0.0103	0.0529	0.0432	0.9655
151	 0.36s	0.0099	0.0535	0.0429	0.9656
152	 0.37s	0.0099	0.0533	0.0431	0.9653
153	 0.37s	0.0102	0.0578	0.0465	0.9657
154	 0.37s	0.0098	0.0517	0.0425	0.9655
155	 0.37s	0.0099	0.0520	0.0422	0.9658
156	 0.38s	0.0102	0.0555	0.0448	0.9655
157	 0.37s	0.0102	0.0542	0.0433	0.9656
158	 0.37s	0.0099	0.0545	0.0436	0.9657
159	 0.38s	0.0103	0.0517	0.0420	0.9656
160	 0.37s	0.0099	0.0525	0.0447	0.9658
161	 0.35s	0.0107	0.0522	0.0436	0.9658
162	 0.37s	0.0106	0.0542	0.0431	0.9657
163	 0.37s	0.0106	0.0518	0.0430	0.9657
164	 0.37s	0.0102	0.0570	0.0463	0.9657
165	 0.37s	0.0101	0.0515	0.0420	0.9656
166	 0.36s	0.0103	0.0512	0.0417	0.9657
167	 0.37s	0.0113	0.0521	0.0422	0.9654
168	 0.37s	0.0099	0.0553	0.0443	0.9660
169	 0.37s	0.0101	0.0536	0.0429	0.9659
170	 0.37s	0.0099	0.0553	0.0441	0.9658
171	 0.35s	0.0098	0.0541	0.0439	0.9655
172	 0.37s	0.0099	0.0523	0.0420	0.9658
173	 0.37s	0.0101	0.0552	0.0442	0.9659
174	 0.37s	0.0103	0.0520	0.0427	0.9658
175	 0.37s	0.0103	0.0525	0.0422	0.9659
176	 0.37s	0.0099	0.0513	0.0427	0.9659
177	 0.37s	0.0099	0.0525	0.0424	0.9661
178	 0.37s	0.0099	0.0518	0.0428	0.9659
179	 0.37s	0.0101	0.0518	0.0425	0.9658
180	 0.36s	0.0102	0.0530	0.0461	0.9660
181	 0.35s	0.0107	0.0550	0.0439	0.9661
182	 0.36s	0.0105	0.0519	0.0437	0.9659
183	 0.36s	0.0105	0.0533	0.0424	0.9658
184	 0.37s	0.0105	0.0515	0.0434	0.9658
185	 0.36s	0.0103	0.0513	0.0428	0.9660
186	 0.36s	0.0101	0.0517	0.0424	0.9660
187	 0.37s	0.0100	0.0528	0.0453	0.9656
188	 0.37s	0.0104	0.0521	0.0424	0.9656
189	 0.37s	0.0099	0.0527	0.0423	0.9659
190	 0.37s	0.0098	0.0527	0.0426	0.9660
