epoch	time used	train_loss	valid rse	valid rae	valid corr
110	 6.50s	0.0091	0.4714	0.3094	0.8675
111	 6.47s	0.0090	0.4851	0.3214	0.8601
112	 6.51s	0.0090	0.4729	0.3119	0.8653
113	 6.51s	0.0090	0.4743	0.3119	0.8646
114	 6.49s	0.0090	0.4699	0.3095	0.8676
115	 6.49s	0.0090	0.4703	0.3101	0.8659
116	 6.51s	0.0090	0.4693	0.3100	0.8679
117	 6.49s	0.0089	0.4764	0.3199	0.8660
118	 6.49s	0.0090	0.4666	0.3055	0.8664
119	 6.50s	0.0089	0.4651	0.3016	0.8682
120	 6.50s	0.0090	0.4679	0.3050	0.8671
121	 6.47s	0.0089	0.4747	0.3149	0.8655
122	 6.49s	0.0089	0.4659	0.3049	0.8687
123	 6.49s	0.0089	0.4673	0.3020	0.8670
124	 6.51s	0.0089	0.4691	0.3103	0.8669
125	 6.50s	0.0089	0.4737	0.3158	0.8659
126	 6.52s	0.0089	0.4727	0.3161	0.8677
127	 6.50s	0.0089	0.4682	0.3066	0.8677
128	 6.50s	0.0089	0.4677	0.3069	0.8672
129	 6.48s	0.0088	0.4761	0.3116	0.8633
130	 6.51s	0.0089	0.4688	0.3096	0.8644
131	 6.48s	0.0088	0.4709	0.3098	0.8664
132	 6.50s	0.0088	0.4656	0.3055	0.8678
133	 6.50s	0.0088	0.4617	0.3010	0.8697
134	 6.47s	0.0089	0.4671	0.3051	0.8674
135	 6.52s	0.0088	0.4683	0.3086	0.8674
136	 6.48s	0.0088	0.4710	0.3112	0.8667
137	 6.50s	0.0088	0.4672	0.3055	0.8676
138	 6.51s	0.0088	0.4638	0.3048	0.8679
139	 6.50s	0.0088	0.4791	0.3164	0.8645
140	 6.49s	0.0088	0.4856	0.3233	0.8579
141	 6.47s	0.0088	0.4703	0.3073	0.8668
142	 6.50s	0.0088	0.4782	0.3164	0.8634
143	 6.49s	0.0088	0.4680	0.3044	0.8671
144	 6.46s	0.0087	0.4687	0.3067	0.8659
145	 6.50s	0.0088	0.4692	0.3074	0.8679
146	 6.49s	0.0087	0.4640	0.3029	0.8684
147	 6.49s	0.0087	0.4685	0.3063	0.8664
148	 6.49s	0.0087	0.4677	0.3048	0.8680
149	 6.48s	0.0087	0.4723	0.3087	0.8650
150	 6.48s	0.0087	0.4679	0.3068	0.8670
151	 6.47s	0.0087	0.4758	0.3083	0.8656
152	 6.46s	0.0087	0.4655	0.3027	0.8688
153	 6.48s	0.0087	0.4683	0.3069	0.8678
154	 6.49s	0.0087	0.4717	0.3106	0.8656
155	 6.49s	0.0087	0.4672	0.3036	0.8662
156	 6.49s	0.0087	0.4672	0.3079	0.8674
157	 6.49s	0.0087	0.4666	0.3027	0.8672
158	 6.49s	0.0087	0.4692	0.3067	0.8670
159	 6.49s	0.0087	0.4742	0.3103	0.8632
160	 6.49s	0.0087	0.4661	0.3037	0.8678
161	 6.47s	0.0086	0.4667	0.3018	0.8668
162	 6.50s	0.0086	0.4672	0.3052	0.8680
163	 6.49s	0.0086	0.4783	0.3177	0.8621
164	 6.49s	0.0087	0.4716	0.3044	0.8658
165	 6.50s	0.0086	0.4694	0.3067	0.8657
166	 6.49s	0.0086	0.4716	0.3070	0.8652
167	 6.48s	0.0086	0.4734	0.3076	0.8640
168	 6.48s	0.0086	0.4659	0.3034	0.8687
169	 6.49s	0.0086	0.4666	0.3050	0.8678
170	 6.48s	0.0086	0.4718	0.3067	0.8655
171	 6.48s	0.0086	0.4660	0.3056	0.8677
172	 6.49s	0.0086	0.4708	0.3062	0.8651
173	 6.49s	0.0086	0.4685	0.3042	0.8662
174	 6.48s	0.0086	0.4940	0.3296	0.8526
175	 6.47s	0.0086	0.4708	0.3083	0.8651
