epoch	time used	train_loss	valid rse	valid rae	valid corr
110	 4.12s	0.0082	0.4571	0.2871	0.8760
111	 4.11s	0.0082	0.4616	0.2913	0.8736
112	 4.14s	0.0082	0.4626	0.2910	0.8738
113	 4.14s	0.0082	0.4559	0.2872	0.8756
114	 4.14s	0.0082	0.4532	0.2852	0.8777
115	 4.10s	0.0082	0.4567	0.2839	0.8764
116	 4.13s	0.0082	0.4576	0.2866	0.8748
117	 4.12s	0.0082	0.4648	0.2936	0.8725
118	 4.12s	0.0082	0.4621	0.2902	0.8752
119	 4.15s	0.0082	0.4625	0.2897	0.8747
120	 4.13s	0.0081	0.4587	0.2889	0.8759
121	 4.12s	0.0081	0.4563	0.2853	0.8756
122	 4.10s	0.0081	0.4612	0.2918	0.8739
123	 4.14s	0.0081	0.4622	0.2927	0.8726
124	 4.13s	0.0081	0.4547	0.2853	0.8764
125	 4.13s	0.0081	0.4745	0.3003	0.8685
126	 4.14s	0.0081	0.4535	0.2829	0.8781
127	 4.13s	0.0081	0.4567	0.2869	0.8755
128	 4.13s	0.0081	0.4546	0.2858	0.8753
129	 4.13s	0.0081	0.4568	0.2858	0.8759
130	 4.13s	0.0081	0.4549	0.2866	0.8776
131	 4.11s	0.0081	0.4473	0.2787	0.8796
132	 4.13s	0.0081	0.4633	0.2953	0.8729
133	 4.13s	0.0081	0.4542	0.2836	0.8753
134	 4.12s	0.0081	0.4557	0.2852	0.8753
135	 4.13s	0.0081	0.4630	0.2931	0.8726
136	 4.11s	0.0081	0.4582	0.2871	0.8762
137	 4.13s	0.0081	0.4588	0.2863	0.8753
138	 4.12s	0.0081	0.4574	0.2868	0.8753
139	 4.13s	0.0081	0.4551	0.2844	0.8765
140	 4.13s	0.0080	0.4594	0.2881	0.8725
141	 4.11s	0.0081	0.4614	0.2873	0.8740
142	 4.13s	0.0081	0.4507	0.2808	0.8779
143	 4.12s	0.0080	0.4552	0.2841	0.8767
144	 4.13s	0.0081	0.4593	0.2869	0.8756
145	 4.13s	0.0080	0.4548	0.2844	0.8766
146	 4.13s	0.0080	0.4560	0.2842	0.8766
147	 4.13s	0.0081	0.4543	0.2808	0.8777
148	 4.13s	0.0080	0.4559	0.2867	0.8768
149	 4.13s	0.0080	0.4572	0.2864	0.8761
150	 4.11s	0.0080	0.4547	0.2823	0.8782
151	 4.11s	0.0080	0.4639	0.2899	0.8731
152	 4.12s	0.0080	0.4579	0.2899	0.8768
153	 4.12s	0.0080	0.4554	0.2852	0.8761
154	 4.10s	0.0080	0.4587	0.2843	0.8758
155	 4.12s	0.0080	0.4539	0.2837	0.8768
156	 4.13s	0.0080	0.4591	0.2873	0.8754
157	 4.12s	0.0080	0.4567	0.2855	0.8773
158	 4.13s	0.0080	0.4507	0.2824	0.8793
159	 4.12s	0.0080	0.4632	0.2925	0.8730
160	 4.13s	0.0080	0.4722	0.2979	0.8700
161	 4.12s	0.0080	0.4637	0.2895	0.8745
162	 4.13s	0.0080	0.4595	0.2874	0.8755
163	 4.12s	0.0080	0.4558	0.2859	0.8768
164	 4.12s	0.0080	0.4655	0.2915	0.8740
165	 4.13s	0.0080	0.4611	0.2892	0.8748
166	 4.12s	0.0080	0.4671	0.2937	0.8727
167	 4.12s	0.0080	0.4632	0.2913	0.8726
168	 4.12s	0.0080	0.4590	0.2859	0.8759
169	 4.13s	0.0080	0.4682	0.2945	0.8726
170	 4.12s	0.0080	0.4565	0.2862	0.8763
171	 4.10s	0.0080	0.4543	0.2824	0.8769
172	 4.12s	0.0080	0.4595	0.2871	0.8756
173	 4.11s	0.0080	0.4576	0.2876	0.8750
174	 4.13s	0.0079	0.4694	0.2962	0.8732
175	 4.13s	0.0080	0.4605	0.2871	0.8756
176	 4.12s	0.0079	0.4548	0.2845	0.8761
177	 4.11s	0.0079	0.4693	0.2966	0.8707
178	 4.12s	0.0079	0.4732	0.2991	0.8661
179	 4.12s	0.0079	0.4600	0.2860	0.8754
180	 4.10s	0.0079	0.4576	0.2871	0.8772
181	 4.11s	0.0079	0.4553	0.2844	0.8760
182	 4.12s	0.0079	0.4698	0.2958	0.8726
183	 4.11s	0.0079	0.4653	0.2909	0.8745
184	 4.12s	0.0079	0.4673	0.2945	0.8720
185	 4.12s	0.0079	0.4584	0.2858	0.8763
186	 4.12s	0.0079	0.4717	0.2980	0.8704
187	 4.11s	0.0079	0.4678	0.2942	0.8728
188	 4.13s	0.0079	0.4660	0.2915	0.8736
189	 4.12s	0.0079	0.4746	0.3020	0.8686
190	 4.13s	0.0079	0.4666	0.2942	0.8712
191	 4.12s	0.0079	0.4584	0.2873	0.8756
192	 4.12s	0.0079	0.4718	0.2980	0.8699
193	 4.12s	0.0079	0.4673	0.2949	0.8708
194	 4.11s	0.0079	0.4567	0.2820	0.8761
195	 4.12s	0.0079	0.4673	0.2971	0.8691
196	 4.11s	0.0079	0.4617	0.2915	0.8747
197	 4.11s	0.0079	0.4798	0.3064	0.8684
198	 4.11s	0.0079	0.4598	0.2853	0.8760
199	 4.11s	0.0079	0.4622	0.2864	0.8750
200	 4.11s	0.0079	0.4570	0.2851	0.8767
