epoch	time used	train_loss	valid rse	valid rae	valid corr
154	 3.35s	0.0090	0.4633	0.3005	0.8724
155	 3.35s	0.0090	0.4621	0.2973	0.8737
156	 3.36s	0.0090	0.4678	0.3015	0.8711
157	 3.35s	0.0090	0.4621	0.2992	0.8725
158	 3.35s	0.0090	0.4669	0.3022	0.8723
159	 3.35s	0.0090	0.4675	0.3017	0.8714
160	 3.36s	0.0090	0.4639	0.2990	0.8724
161	 3.33s	0.0090	0.4687	0.3082	0.8702
162	 3.35s	0.0090	0.4689	0.3052	0.8714
163	 3.35s	0.0090	0.4717	0.3063	0.8714
164	 3.36s	0.0090	0.4749	0.3088	0.8717
165	 3.35s	0.0090	0.4591	0.2950	0.8730
166	 3.35s	0.0089	0.4633	0.2990	0.8718
167	 3.35s	0.0089	0.4614	0.2982	0.8722
168	 3.34s	0.0089	0.4616	0.2997	0.8716
169	 3.34s	0.0089	0.4649	0.3005	0.8723
170	 3.35s	0.0090	0.4625	0.3011	0.8722
171	 3.33s	0.0090	0.4595	0.2964	0.8732
172	 3.34s	0.0089	0.4646	0.3000	0.8706
173	 3.35s	0.0090	0.4746	0.3087	0.8706
174	 3.34s	0.0089	0.4734	0.3104	0.8695
175	 3.34s	0.0089	0.4648	0.3033	0.8713
176	 3.34s	0.0090	0.4651	0.3033	0.8716
177	 3.33s	0.0089	0.4680	0.3051	0.8710
178	 3.34s	0.0089	0.4655	0.3041	0.8715
179	 3.34s	0.0090	0.4593	0.2980	0.8722
180	 3.35s	0.0090	0.4611	0.2968	0.8721
181	 3.33s	0.0089	0.4667	0.3014	0.8711
182	 3.34s	0.0090	0.4686	0.3073	0.8713
183	 3.34s	0.0090	0.4677	0.3047	0.8724
184	 3.41s	0.0090	0.4665	0.3043	0.8725
185	 3.34s	0.0089	0.4712	0.3104	0.8710
186	 3.34s	0.0090	0.4621	0.2979	0.8725
187	 3.35s	0.0089	0.4657	0.3025	0.8726
188	 3.35s	0.0089	0.4704	0.3039	0.8708
189	 3.34s	0.0089	0.4638	0.3030	0.8710
190	 3.35s	0.0089	0.4668	0.3013	0.8717
191	 3.35s	0.0089	0.4665	0.3033	0.8713
192	 3.38s	0.0089	0.4639	0.3006	0.8708
193	 3.34s	0.0089	0.4705	0.3046	0.8716
194	 3.34s	0.0089	0.4651	0.3021	0.8722
195	 3.33s	0.0089	0.4651	0.3001	0.8722
196	 3.35s	0.0089	0.4659	0.3023	0.8719
197	 3.34s	0.0089	0.4613	0.2968	0.8735
198	 3.33s	0.0089	0.4602	0.2967	0.8731
199	 3.35s	0.0089	0.4736	0.3076	0.8700
200	 3.33s	0.0089	0.4644	0.3007	0.8715
