epoch	time used	train_loss	valid rse	valid rae	valid corr
110	 7.89s	1.1257	0.3763	0.2435	0.9436
111	 7.91s	1.1242	0.3900	0.2464	0.9442
112	 7.91s	1.1161	0.3859	0.2459	0.9440
113	 7.92s	1.1290	0.3930	0.2495	0.9418
114	 7.94s	1.1189	0.3918	0.2563	0.9400
115	 7.92s	1.1213	0.3847	0.2470	0.9416
116	 7.87s	1.1208	0.3930	0.2457	0.9437
117	 7.88s	1.1276	0.3852	0.2439	0.9438
118	 7.91s	1.1108	0.3939	0.2513	0.9426
119	 7.92s	1.1166	0.3791	0.2435	0.9425
120	 7.93s	1.1128	0.3881	0.2482	0.9418
121	 7.91s	1.1153	0.3777	0.2452	0.9434
122	 7.88s	1.1059	0.3969	0.2498	0.9414
123	 7.90s	1.1235	0.3927	0.2610	0.9377
124	 7.90s	1.1132	0.3916	0.2489	0.9411
125	 7.91s	1.1014	0.3852	0.2398	0.9443
126	 7.91s	1.1130	0.3868	0.2365	0.9441
127	 7.92s	1.1047	0.3879	0.2466	0.9414
128	 7.92s	1.1094	0.3952	0.2485	0.9401
129	 7.87s	1.1078	0.3986	0.2493	0.9404
130	 7.89s	1.1060	0.3832	0.2510	0.9398
131	 7.90s	1.1079	0.3858	0.2405	0.9421
132	 7.91s	1.1087	0.3920	0.2493	0.9419
133	 7.93s	1.0993	0.3843	0.2414	0.9433
134	 7.92s	1.1016	0.3788	0.2436	0.9433
135	 7.89s	1.1082	0.4069	0.2552	0.9419
136	 7.90s	1.1027	0.3795	0.2332	0.9448
137	 7.92s	1.0985	0.3804	0.2399	0.9435
138	 7.91s	1.0953	0.3850	0.2423	0.9417
139	 7.92s	1.0963	0.3838	0.2353	0.9445
140	 7.92s	1.1044	0.3942	0.2522	0.9416
141	 7.87s	1.1086	0.3931	0.2515	0.9443
142	 7.89s	1.0874	0.4088	0.2491	0.9378
143	 7.90s	1.1126	0.3819	0.2478	0.9406
144	 7.89s	1.0971	0.3815	0.2466	0.9409
145	 7.91s	1.0866	0.3940	0.2486	0.9409
146	 7.93s	1.0926	0.3902	0.2450	0.9407
147	 7.89s	1.0974	0.3975	0.2435	0.9437
148	 7.88s	1.1026	0.3963	0.2458	0.9423
149	 7.90s	1.0832	0.3891	0.2436	0.9422
150	 7.91s	1.0895	0.3952	0.2463	0.9407
151	 7.90s	1.0969	0.3877	0.2432	0.9433
